# Genepanel: Mendeliom Version: 01 Date: 2018-08-09
#chromosome	txStart	txEnd	refseq	score	strand	geneSymbol	HGNC	Omim gene entry	geneAlias	eGeneID	eTranscriptID	cdsStart	cdsEnd	exonsStarts	exonEnds
9	140772240	141019076	NM_000718.3	0	+	CACNA1B	1389	601012	Cav2.2,CACNN	ENSG00000148408	ENST00000371372	140772385	141016451	140772240,140773505,140777195,140807631,140809105,140811692,140846725,140850149,140851222,140852049,140865834,140870358,140878589,140880864,140881233,140901218,140904461,140907580,140917462,140919406,140938225,140941355,140941850,140943660,140946543,140948297,140952183,140952500,140953020,140953530,140954105,140967937,140968452,140970270,140972565,140990935,140997162,141000150,141006849,141008829,141010003,141012397,141013103,141014616,141015082,141015920	140772669,140773611,140777335,140807723,140809258,140811883,140846829,140850265,140851279,140852139,140866044,140870471,140878702,140880996,140881306,140901336,140904529,140907687,140918263,140919624,140938352,140941485,140941910,140943767,140946640,140948458,140952321,140952702,140953185,140953641,140954193,140968056,140968518,140970362,140972710,140991063,140997259,141000259,141006957,141008942,141010131,141012533,141013220,141014824,141015333,141019076
10	92827	95178	NM_177987.2	0	-	TUBB8	20773	616768	bA631M21.2	ENSG00000173876	ENST00000309812	92996	95178	92827,94554,94743,95121	94054,94665,94852,95178
10	180404	300577	NM_006624.5	0	+	ZMYND11	16966	608668	BS69	ENSG00000015171	ENST00000309776	225952	298410	180404,225933,255828,267134,282777,283524,285377,285995,286832,287960,292705,293337,294275,294842,298287	180726,226068,255988,267296,282855,283617,285465,286051,286910,288079,292913,293406,294548,295028,300577
10	3179918	3215033	NM_014889.3	0	-	PITRM1	17663		MP1,KIAA1104,hMP1,PreP	ENSG00000107959	ENST00000380989	3180222	3214964	3179918,3180426,3181095,3182878,3185580,3186483,3187787,3189341,3189763,3190178,3190362,3191812,3193438,3197782,3199121,3199626,3200231,3201105,3202039,3202395,3205916,3207429,3207604,3208420,3209127,3212295,3214908	3180316,3180529,3181241,3183004,3185693,3186558,3187908,3189442,3189929,3190255,3190483,3191945,3193555,3197921,3199256,3199723,3200345,3201234,3202128,3202522,3206077,3207526,3207719,3208572,3209234,3212398,3215033
10	5029967	5060225	NM_001354.5	0	-	AKR1C2	385	600450	DD,BABP,DD2,HAKRD,MCDR2	ENSG00000151632	ENST00000407674	5032187	5046027	5029967,5034022,5037510,5037947,5040816,5041391,5042741,5043705,5045943,5049598,5060091	5032230,5034105,5037676,5038057,5040939,5041469,5042858,5043873,5046206,5049698,5060225
10	6052656	6104333	NM_000417.2	0	-	IL2RA	6008	147730	CD25	ENSG00000134460	ENST00000379959	6054834	6104114	6052656,6060015,6061390,6061832,6063440,6066206,6067796,6104050	6054859,6060082,6061462,6061904,6063656,6066317,6067988,6104333
10	8096666	8117164	NM_001002295.1	0	+	GATA3	4172	131320	HDR	ENSG00000107485	ENST00000379328	8097618	8115986	8096666,8097249,8100267,8105955,8111435,8115701	8096854,8097859,8100804,8106101,8111561,8117164
10	12110915	12165227	NM_018706.6	0	+	DHTKD1	23537	614984	KIAA1630,MGC3090,DKFZP762M115,CMT2Q	ENSG00000181192	ENST00000263035	12111032	12162887	12110915,12123470,12126538,12129533,12130984,12133511,12136071,12139682,12142176,12143040,12148244,12149907,12154898,12159671,12160747,12162180,12162785	12111186,12123626,12126750,12129728,12131254,12133683,12136270,12139995,12142261,12143180,12148395,12150014,12155063,12159754,12160917,12162266,12165227
10	13142081	13180276	NM_021980.4	0	+	OPTN	17142	602432	FIP2,HYPL,FIP-2,TFIIIA-INTP,NRP,HIP7	ENSG00000123240	ENST00000378757	13151122	13178866	13142081,13151111,13152273,13154452,13158266,13160887,13164384,13165994,13167417,13167945,13169744,13174066,13175501,13178744	13142302,13151288,13152476,13154635,13158340,13161040,13164487,13166110,13167567,13168039,13169903,13174197,13175581,13180276
10	13319795	13342130	NM_006214.3	0	-	PHYH	8940	602026	PAHX,RD,PHYH1	ENSG00000107537	ENST00000263038	13320300	13342042	13319795,13322975,13325689,13330359,13333830,13336427,13337495,13340186,13341967	13320354,13323110,13325839,13330541,13333912,13336596,13337606,13340245,13342130
10	13685705	14372883	NM_018027.4	0	-	FRMD4A	25491	616305	FLJ10210,KIAA1294,bA295P9.4	ENSG00000151474	ENST00000357447	13693904	14372101	13685705,13693902,13696415,13698635,13701322,13702315,13705452,13708096,13712405,13716910,13735897,13743339,13749036,13779843,13782193,13782511,13789735,13803646,13804623,13824921,13838495,13852813,13900846,14372056,14372595	13689035,13693974,13696512,13699522,13701490,13702553,13705509,13708325,13712528,13717044,13736039,13743478,13749113,13779930,13782251,13782577,13789819,13803669,13804680,13825006,13838588,13852908,13900912,14372182,14372883
10	14946609	14996431	NM_001033855.2	0	-	DCLRE1C	17642	605988	ARTEMIS,FLJ11360,SNM1C,A-SCID	ENSG00000152457	ENST00000453695	14950406	14996009	14946609,14961736,14964979,14968841,14970014,14974852,14976378,14976701,14977461,14978536,14981808,14987103,14991034,14995900	14951329,14961831,14965068,14968896,14970151,14974954,14976519,14976774,14977563,14978592,14981868,14987188,14991086,14996431
10	15555947	15762334	NM_003638.2	0	-	ITGA8	6144	604063		ENSG00000077943	ENST00000378076	15559156	15761770	15555947,15561288,15573048,15590453,15600072,15614209,15617487,15628582,15634223,15639205,15646206,15647722,15648283,15649675,15650233,15655658,15658512,15686028,15688844,15697352,15700997,15702877,15713601,15714622,15719590,15720720,15726002,15729936,15760764,15761561	15559243,15561411,15573150,15590567,15600201,15614368,15617593,15628663,15634303,15639298,15646354,15647790,15648421,15649830,15650289,15655766,15658558,15686220,15689050,15697405,15701054,15702921,15713646,15714748,15719636,15720782,15726126,15730037,15760898,15762334
10	16865964	17171816	NM_001081.3	0	-	CUBN	2548	602997	IFCR,gp280	ENSG00000107611	ENST00000377833	16866973	17171764	16865964,16870803,16873250,16877012,16878233,16882328,16882883,16893233,16911634,16916372,16918895,16930415,16932369,16940994,16942623,16943336,16945964,16948201,16949506,16955809,16957030,16957819,16960620,16961961,16967239,16967582,16970155,16975085,16979590,16980961,16982030,16989233,16990476,16991999,16994274,16996387,17024482,17026103,17032332,17061831,17083031,17085825,17087005,17087932,17089412,17107506,17110062,17110603,17113424,17113825,17126269,17127595,17130162,17142003,17145123,17146417,17147455,17151638,17152917,17156025,17157469,17164793,17165586,17168759,17169827,17171119,17171642	16867081,16871039,16873416,16877194,16878381,16882534,16883046,16893442,16911852,16916502,16919096,16930565,16932526,16941182,16942849,16943458,16946114,16948408,16949678,16955991,16957171,16958029,16960799,16962136,16967423,16967773,16970302,16975283,16979783,16981146,16982236,16989366,16990605,16992110,16994388,16996547,17024652,17026278,17032514,17061982,17083219,17085982,17087187,17088093,17089602,17107637,17110279,17110769,17113603,17113970,17126460,17127758,17130344,17142238,17145236,17146604,17147574,17151734,17153049,17156188,17157596,17164897,17165688,17168798,17169923,17171249,17171816
10	17270257	17279592	NM_003380.3	0	+	VIM	12692	193060		ENSG00000026025	ENST00000544301	17271421	17279270	17270257,17271274,17272648,17275585,17275768,17276691,17277167,17277844,17278292,17279228	17270523,17271984,17272709,17275681,17275930,17276817,17277388,17277888,17278378,17279592
10	18629613	18830688	NM_201590.2	0	+	CACNB2	1402	600003		ENSG00000165995	ENST00000377329	18629855	18828653	18629613,18690852,18787283,18789740,18795399,18803164,18807264,18807838,18816516,18823004,18825029,18827108,18828158	18629906,18690972,18787406,18789877,18795476,18803298,18807345,18807897,18816626,18823156,18825125,18827294,18830688
10	23481459	23483181	NM_178161.2	0	+	PTF1A	23734	607194	PTF1-p48,bHLHa29,p48	ENSG00000168267	ENST00000376504	23481459	23482835	23481459,23482632	23482243,23483181
10	26223001	26501465	NM_017433.4	0	+	MYO3A	7601	606808		ENSG00000095777	ENST00000265944	26241039	26500892	26223001,26224672,26241022,26243802,26285418,26286087,26305748,26310431,26312950,26315305,26355903,26357696,26359039,26359246,26377131,26385309,26385496,26409604,26414326,26417319,26432376,26434374,26436358,26442778,26443674,26446238,26454995,26457640,26459344,26462591,26465629,26482133,26490193,26491892,26500771	26223257,26224759,26241207,26243937,26285523,26286187,26305825,26310577,26313016,26315461,26356003,26357813,26359144,26359330,26377334,26385408,26385611,26409731,26414537,26417467,26432530,26434463,26436488,26442858,26443752,26446444,26455107,26457803,26459468,26463486,26465774,26482240,26490234,26492036,26501465
10	26986352	27035726	NM_014317.4	0	+	PDSS1	17759	607429	TPT,COQ1	ENSG00000148459	ENST00000376215	26986640	27035402	26986352,26991090,26993605,26994214,26998566,27009146,27012734,27012942,27024168,27024394,27031425,27035261	26986769,26991123,26993670,26994323,26998697,27009288,27012846,27013052,27024249,27024508,27031506,27035726
10	27293044	27389427	NM_014915.2	0	-	ANKRD26	29186	610855	KIAA1074	ENSG00000107890	ENST00000376087	27294518	27389255	27293044,27295845,27301810,27303422,27306430,27311486,27313375,27317780,27318214,27322153,27323724,27326114,27326799,27328893,27332354,27333085,27335281,27337729,27342248,27349273,27349440,27350072,27352916,27355415,27356085,27366266,27366561,27368017,27371731,27375467,27381334,27382277,27382613,27389013	27294652,27295891,27302039,27303640,27306721,27311616,27313488,27317874,27318285,27322306,27324681,27326252,27326983,27329107,27332496,27333119,27335452,27337908,27342319,27349346,27349469,27350171,27353010,27355477,27356215,27366469,27366622,27368090,27371762,27375538,27381441,27382451,27382728,27389427
10	27399039	27443349	NM_014263.3	0	-	YME1L1	12843	607472		ENSG00000136758	ENST00000376016	27400905	27443139	27399039,27403449,27404988,27405147,27406504,27408222,27409363,27410314,27411769,27412475,27415624,27420787,27422967,27423759,27425204,27431315,27434356,27437834,27443106	27401049,27403536,27405062,27405274,27406656,27408378,27409476,27410377,27411902,27412628,27415715,27420870,27423051,27423910,27425314,27431414,27434519,27437969,27443349
10	27443752	27476882	NM_032844.4	0	+	MASTL	19042	608221	FLJ14813,THC2,Gwl	ENSG00000120539	ENST00000375946	27444355	27475465	27443752,27447477,27448547,27450022,27453992,27454317,27456030,27458872,27462049,27469881,27470408,27475307	27444541,27447615,27448687,27450111,27454099,27454468,27456203,27460012,27462188,27469995,27470510,27476882
10	27484142	27529808	NM_145698.4	0	-	ACBD5	23338	616618	DKFZp434A2417,KIAA1996	ENSG00000107897	ENST00000396271	27486358	27529617	27484142,27493368,27494126,27497174,27499742,27504463,27506908,27508651,27512266,27520676,27524020,27529247,27529602	27486371,27493478,27494177,27497374,27500010,27504570,27507112,27508786,27512381,27520749,27524141,27529413,27529808
10	27793102	27831166	NM_021252.4	0	+	RAB18	14244	602207		ENSG00000099246	ENST00000356940	27793298	27826980	27793102,27798803,27815756,27821435,27822663,27822856,27826804	27793366,27798859,27815818,27821508,27822782,27822923,27831166
10	28101092	28287979	NM_018076.4	0	-	ARMC4	25583	615408	FLJ10817,FLJ10376,DKFZP434P1735,CILD23	ENSG00000169126	ENST00000305242	28101440	28284071	28101092,28149553,28151362,28196591,28223938,28225654,28228825,28229491,28233150,28233744,28250496,28257851,28260036,28270394,28272771,28273112,28273947,28276314,28283847,28287922	28101554,28149775,28151551,28196706,28224181,28225809,28228936,28229734,28233360,28233891,28250644,28257947,28260242,28270511,28272908,28273219,28274140,28276472,28284109,28287979
10	28822420	28912041	NM_016628.4	0	+	WAC	17327	615049	Wwp4,FLJ31290,PRO1741,BM-016,MGC10753	ENSG00000095787	ENST00000354911	28822508	28908535	28822420,28822926,28824490,28872327,28878664,28879648,28884661,28897114,28899627,28900702,28903495,28905101,28906585,28908465	28822549,28822963,28824686,28872434,28878780,28879761,28884970,28897360,28899750,28900851,28903614,28905291,28906713,28912041
10	30598729	30638267	NM_018109.3	0	-	MTPAP	25532	613669	FLJ10486,mtPAP,SPAX4	ENSG00000107951	ENST00000263063	30602537	30638204	30598729,30604891,30605046,30611319,30615352,30625731,30629154,30630396,30638047	30602900,30604965,30605139,30611546,30615564,30625956,30629379,30630569,30638267
10	31608100	31818742	NM_030751.5	0	+	ZEB1	11642	189909	BZP,ZEB,AREB6,NIL-2-A,Zfhep,Zfhx1a,FECD6	ENSG00000148516	ENST00000361642	31608163	31816192	31608100,31749965,31784707,31791275,31799600,31803530,31809053,31812860,31815599	31608221,31750166,31784767,31791437,31799803,31803636,31810864,31813041,31818742
10	43277953	43330385	NM_014753.3	0	+	BMS1	23505	611448	KIAA0187	ENSG00000165733	ENST00000374518	43279842	43326544	43277953,43279809,43280929,43282615,43285770,43287074,43287940,43288404,43289299,43291921,43292869,43293915,43297584,43312046,43312765,43315683,43315955,43316381,43317509,43318565,43319056,43325708,43326313	43278278,43280018,43281120,43282695,43285959,43287217,43288062,43288592,43289439,43292679,43292971,43294073,43297666,43312120,43312942,43315872,43316136,43316440,43317632,43318713,43319232,43325870,43330385
10	43572516	43625797	NM_020975.4	0	+	RET	9967	164761	PTC,CDHF12,RET51,CDHR16	ENSG00000165731	ENST00000355710	43572706	43623717	43572516,43595906,43597789,43600399,43601823,43604478,43606654,43607546,43608300,43609003,43609927,43612031,43613820,43614978,43615528,43617393,43619118,43620330,43622022,43623559	43572779,43596170,43598077,43600641,43602019,43604678,43606913,43607672,43608411,43609123,43610184,43612179,43613928,43615193,43615651,43617464,43619256,43620430,43622170,43625797
10	48381486	48390991	NM_002900.2	0	-	RBP3	9921	180290	D10S64,D10S65,D10S66,RP66	ENSG00000107618	ENST00000224600	48381904	48390877	48381486,48383843,48385846,48387823	48382260,48383986,48386037,48390991
10	48411773	48416872	NM_016204.3	0	-	GDF2	4217	605120	BMP-9,BMP9	ENSG00000128802	ENST00000249598	48413577	48416693	48411773,48416347	48414521,48416872
10	50662525	50747169	NM_000124.3	0	-	ERCC6	3438	609413	CSB,RAD26,ARMD5	ENSG00000225830	ENST00000355832	50666860	50741010	50662525,50668418,50669397,50678227,50679020,50680421,50680954,50681522,50682072,50684260,50686399,50690732,50691391,50701162,50708583,50713929,50732078,50736462,50738765,50740588,50747007	50667280,50668497,50669602,50678935,50679166,50680516,50681074,50681633,50682288,50684356,50686516,50690909,50691562,50701298,50708742,50714058,50732823,50736571,50738886,50741024,50747169
10	50818346	50820766	NM_003055.2	0	+	SLC18A3	10936	600336	VACHT	ENSG00000187714	ENST00000374115	50818786	50820385	50818346	50820766
10	50822082	50873150	NM_020549.4	0	+	CHAT	1912	118490		ENSG00000070748	ENST00000337653	50822235	50873092	50822082,50824547,50827770,50828540,50830142,50833518,50835653,50854550,50856552,50857553,50859929,50863140,50863431,50870690,50872822	50822521,50824648,50827962,50828659,50830196,50833699,50835831,50854720,50856653,50857682,50860052,50863282,50863494,50870828,50873150
10	52834233	54058110	NM_006258.3	0	+	PRKG1	9414	176894	PGK,PKG	ENSG00000185532	ENST00000373980	52834350	54053660	52834233,52912923,53227482,53564344,53667266,53814243,53822296,53893599,53921648,54011329,54031109,54032151,54040548,54041912,54048485,54048690,54049983,54053561	52834661,52913090,53227596,53564450,53667330,53814321,53822391,53893665,53921723,54011426,54031249,54032241,54040690,54042076,54048608,54048753,54050050,54058110
10	55580859	56561051	NM_033056.3	0	-	PCDH15	14674	605514	CDHR15	ENSG00000150275	ENST00000320301	55581617	56424022	55580859,55587152,55588324,55591074,55600079,55616934,55626401,55663002,55698574,55700625,55719491,55721511,55755408,55779951,55782651,55826516,55839090,55849743,55892634,55912859,55943203,55944893,55955442,55973695,55996582,56077030,56089355,56106124,56128879,56138541,56287571,56423931,56560684	55583118,55587308,55588333,55591293,55600256,55617023,55626617,55663130,55698715,55700735,55719604,55721652,55755525,55780176,55782957,55826645,55839184,55849823,55892767,55913053,55943353,55945028,55955649,55973808,55996691,56077201,56089466,56106244,56129035,56138702,56287637,56424050,56561051
10	60144902	60158990	NM_003201.2	0	+	TFAM	11741	600438		ENSG00000108064	ENST00000487519	60145307	60154834	60144902,60145979,60147949,60148429,60150524,60154117,60154687	60145408,60146098,60148020,60148579,60150620,60154174,60158990
10	60272903	60591197	NM_001080512.2	0	+	BICC1	19351	614295		ENSG00000122870	ENST00000373886	60272903	60588651	60272903,60380614,60461833,60544760,60546682,60548129,60549021,60549441,60553243,60556099,60558158,60558815,60559953,60560649,60562836,60566343,60566763,60573589,60577321,60580128,60588520	60273093,60380661,60461903,60544840,60546841,60548183,60549216,60549693,60553375,60556286,60558320,60559012,60560086,60560806,60563002,60566383,60566918,60573746,60577482,60580228,60591197
10	61786055	62149742	NM_020987.4	0	-	ANK3	494	600465		ENSG00000151150	ENST00000280772	61802448	62149296	61786055,61802429,61815415,61819097,61822868,61823914,61827692,61828394,61840294,61841907,61842372,61843249,61844359,61844914,61846434,61847904,61865662,61868587,61873982,61894028,61898721,61926348,61926581,61932065,61932657,61932845,61941086,61946472,61955902,61956284,61958097,61959886,61962759,61965549,61967793,61973169,61994445,62021616,62023592,62029888,62038531,62038807,62039295,62149182	61789584,61802517,61815794,61819188,61823012,61824046,61827767,61836206,61840376,61841934,61842495,61843375,61844588,61845011,61846642,61848116,61865817,61868812,61874089,61894131,61898845,61926411,61926654,61932161,61932756,61932944,61941185,61946670,61956001,61956383,61958295,61959985,61962858,61965648,61967991,61973268,61994544,62021715,62023778,62029987,62038630,62038906,62039397,62149742
10	64571755	64576140	NM_000399.4	0	-	EGR2	3239	129010		ENSG00000122877	ENST00000242480	64572966	64575789	64571755,64575620	64574228,64576140
10	67672275	69455949	NM_013266.3	0	-	CTNNA3	2511	607667	VR22,MGC26194	ENSG00000183230	ENST00000433211	67680087	69407271	67672275,67726369,67748449,67829065,67862914,68040227,68138909,68280374,68381449,68526021,68535201,68940074,68979364,69281599,69299260,69366614,69407172,69455757	67680375,67726504,67748555,67829247,67863007,68040379,68139110,68280531,68381542,68526174,68535282,68940278,68979628,69281719,69299427,69366807,69407276,69455949
10	69556426	69597937	NM_021800.2	0	-	DNAJC12	28908	606060	JDP1	ENSG00000108176	ENST00000225171	69556873	69597769	69556426,69565340,69571281,69583071,69597691	69556968,69565545,69571421,69583150,69597937
10	69869189	69971773	NM_032578.3	0	+	MYPN	23246	608517	MYOP	ENSG00000138347	ENST00000358913	69881195	69970212	69869189,69881194,69902696,69905231,69908109,69909796,69918242,69921485,69925458,69926050,69933822,69935079,69948661,69954119,69955206,69957108,69959124,69961585,69966526,69970042	69869480,69882097,69902872,69905283,69908224,69909868,69918384,69921509,69925575,69926423,69934413,69935218,69948883,69954269,69955289,69957235,69959332,69961751,69966660,69971773
10	69990351	69991870	NM_145178.3	0	-	ATOH7	13907	609875	Math5,bHLHa13	ENSG00000179774	ENST00000373673	69990975	69991434	69990351	69991870
10	70173820	70231730	NM_001080449.2	0	-	DNA2	2939	601810	KIAA0083	ENSG00000138346	ENST00000358410	70174795	70231621	70173820,70176463,70178790,70179559,70181981,70182271,70182453,70190192,70191613,70191962,70192150,70196767,70202673,70204677,70206052,70209784,70218860,70225423,70227879,70229737,70231547	70174862,70176612,70178970,70179649,70182186,70182361,70182647,70190412,70191728,70192072,70192267,70196998,70202868,70204840,70206170,70210004,70218992,70225569,70228063,70229920,70231730
10	70748476	70776739	NM_015634.3	0	+	KIAA1279	23419	609367		ENSG00000198954	ENST00000361983	70748588	70776172	70748476,70760179,70764801,70765487,70768596,70770655,70775296	70749014,70760278,70764881,70765671,70768681,70770771,70776739
10	71078602	71161637	NM_000188.2	0	+	HK1	4922	142600		ENSG00000156515	ENST00000359426	71078703	71160891	71078602,71103582,71119652,71124538,71128291,71128992,71129196,71136689,71139617,71142242,71144088,71144551,71146078,71148952,71151880,71154705,71158350,71160746	71078766,71103745,71119801,71124658,71128387,71129092,71129380,71136845,71139851,71142547,71144237,71144671,71146174,71149052,71152064,71154861,71158584,71161637
10	71331790	71333210	NM_020999.3	0	-	NEUROG3	13806	604882	Atoh5,Math4B,ngn3,bHLHa7	ENSG00000122859	ENST00000242462	71332154	71332799	71331790,71332965	71332800,71333210
10	71561643	71718904	NM_001130103.1	0	+	COL13A1	2190	120350		ENSG00000197467	ENST00000398978	71562179	71718457	71561643,71582124,71583876,71631939,71634883,71640258,71647211,71648059,71649169,71654307,71654430,71655305,71657230,71658452,71662503,71664688,71665542,71677044,71678040,71678817,71681637,71682463,71683557,71684718,71685559,71686842,71688692,71689798,71690155,71692315,71695105,71696511,71697390,71700743,71703880,71705426,71707062,71712637,71716759,71718454	71562473,71582195,71583883,71631966,71634919,71640309,71647247,71648086,71649196,71654334,71654457,71655332,71657287,71658518,71662611,71664715,71665578,71677089,71678073,71678844,71681691,71682550,71683611,71684763,71685628,71686866,71688755,71689843,71690308,71692360,71695147,71696538,71697471,71700779,71703934,71705480,71707098,71712724,71716798,71718904
10	72191691	72201465	NM_018055.4	0	-	NODAL	7865	601265		ENSG00000156574	ENST00000287139	72192691	72201423	72191691,72195041,72201230	72192844,72195739,72201465
10	72357103	72362531	NM_001083116.1	0	-	PRF1	9360	170280	PFP,P1,HPLH2	ENSG00000180644	ENST00000441259	72357808	72360658	72357103,72360119,72362400	72358937,72360688,72362531
10	72575703	72640932	NM_003901.3	0	+	SGPL1	10817	603729	SPL	ENSG00000166224	ENST00000373202	72576609	72637092	72575703,72576566,72604229,72610899,72614464,72617370,72619127,72628101,72629548,72630804,72631593,72633107,72635158,72636297,72636951	72575882,72576636,72604395,72610967,72614612,72617447,72619256,72628190,72629654,72630903,72631743,72633346,72635305,72636418,72640932
10	72643264	72648543	NM_000281.3	0	-	PCBD1	8646	126090	PCD	ENSG00000166228	ENST00000299299	72643706	72648290	72643264,72644908,72645554,72648287	72643805,72644989,72645686,72648543
10	73079009	73123147	NM_018344.5	0	+	SLC29A3	23096	612373	ENT3,FLJ11160	ENSG00000198246	ENST00000373189	73079066	73122365	73079009,73082512,73103965,73111318,73115837,73121710	73079067,73082811,73104048,73111545,73116000,73123147
10	73156690	73575704	NM_022124.5	0	+	CDH23	13733	605516	CDHR23	ENSG00000107736	ENST00000224721	73199588	73575035	73156690,73199583,73206074,73269838,73270710,73270876,73326498,73330546,73337670,73375260,73376961,73405581,73406215,73434868,73437212,73439143,73442201,73447403,73450224,73453903,73455174,73461778,73462305,73464667,73466653,73468854,73472421,73483801,73485128,73490225,73491743,73493996,73498251,73499400,73500578,73501450,73537436,73537945,73539023,73544043,73544647,73545387,73548696,73550044,73550888,73552938,73556860,73558110,73558867,73559248,73560392,73562654,73562965,73565562,73565924,73567033,73567272,73567602,73569576,73570228,73571071,73571267,73571469,73571711,73572236,73572524,73573000,73574708	73157075,73199655,73206152,73269981,73270758,73270969,73326693,73330675,73337749,73375373,73377150,73405737,73406374,73434933,73437450,73439249,73442329,73447476,73450341,73454016,73455282,73461968,73462451,73464887,73466806,73468968,73472570,73483862,73485277,73490361,73492132,73494098,73498404,73499529,73500707,73501678,73537658,73538065,73539204,73544177,73544857,73545495,73548799,73550170,73551092,73553397,73556977,73558335,73559037,73559386,73560512,73562832,73563177,73565754,73566038,73567163,73567524,73567764,73569833,73570326,73571192,73571347,73571510,73571772,73572366,73572647,73573105,73575704
10	73576039	73611132	NM_002778.3	0	-	PSAP	9498	176801		ENSG00000197746	ENST00000394934	73577197	73610978	73576039,73578373,73578787,73579221,73579470,73579996,73581632,73585593,73587770,73588633,73590882,73591602,73594128,73610938	73577233,73578481,73578868,73579379,73579657,73580092,73581764,73585650,73587914,73588834,73591008,73591677,73594262,73611132
10	73724119	73773322	NM_004273.4	0	+	CHST3	1971	603799	C6ST,C6ST1	ENSG00000122863	ENST00000373115	73765600	73768229	73724119,73765493,73766929	73724452,73765740,73773322
10	73855789	73976199	NM_001198800.2	0	-	ASCC1	24268	614215	CGI-18,ASC1p50,Em:AC022392.3	ENSG00000138303	ENST00000317168	73857091	73973056	73855789,73887839,73892814,73912626,73921295,73956568,73963184,73970489,73972944,73975964	73857208,73887925,73892939,73912746,73921432,73956747,73963282,73970589,73973089,73976199
10	74127083	74385949	NM_006077.3	0	-	MICU1	1530	605084	CALC,EFHA3,FLJ12684	ENSG00000107745	ENST00000361114	74127952	74326551	74127083,74135540,74167686,74182991,74234857,74236931,74267912,74293503,74310936,74322652,74326390,74385767	74128113,74135630,74167795,74183129,74235055,74237014,74268033,74293547,74311099,74322821,74326552,74385949
10	75008600	75012451	NM_016065.3	0	-	MRPS16	14048	609204	CGI-132	ENSG00000182180	ENST00000372945	75010609	75012240	75008600,75011520,75012227	75010749,75011781,75012451
10	75670858	75677258	NM_002658.4	0	+	PLAU	9052	191840	URK,UPA	ENSG00000122861	ENST00000372764	75671313	75676323	75670858,75671282,75671798,75671972,75672681,75673047,75673296,75673737,75674533,75675008,75676146	75670976,75671370,75671826,75672080,75672856,75673139,75673516,75673886,75674674,75675157,75677258
10	75757871	75879914	NM_014000.2	0	+	VCL	12665	193065		ENSG00000035403	ENST00000211998	75757965	75877927	75757871,75802840,75830427,75830732,75832487,75834500,75842211,75843123,75848953,75849780,75854028,75855413,75856961,75860705,75863577,75864808,75866987,75868728,75871666,75873941,75874552,75877780	75758133,75802911,75830578,75830841,75832610,75834661,75842302,75843271,75849107,75849956,75854219,75855613,75857090,75860855,75863686,75865111,75867112,75868914,75871870,75874145,75874657,75879914
10	75936246	76469061	NM_001123.3	0	+	ADK	257	102750	AK	ENSG00000156110	ENST00000372734	75936630	76468203	75936246,75960521,75984295,76074424,76153898,76158228,76285013,76349039,76360136,76429940,76468078	75936644,75960596,75984349,76074503,76154071,76158337,76285184,76349075,76360251,76430027,76469061
10	76586170	76792380	NM_012330.3	0	+	KAT6B	17582	605880	querkopf,qkf,Morf,MOZ2,ZC2HC6B	ENSG00000156650	ENST00000287239	76602615	76790804	76586170,76598440,76602357,76719727,76729417,76729777,76732264,76735156,76737073,76738981,76741544,76744837,76748776,76780339,76780883,76781638,76784715,76788246	76586543,76598510,76603236,76719836,76729533,76729859,76732397,76736088,76737195,76739097,76741686,76744999,76748870,76780571,76781043,76781989,76785007,76792380
10	78644634	79397577	NM_002247.3	0	-	KCNMA1	6284	600150	KCa1.1,mSLO1	ENSG00000156113	ENST00000286627	78647023	79397400	78644634,78649208,78651282,78669723,78674693,78704530,78708899,78713558,78729731,78771724,78778770,78787580,78799285,78832854,78839238,78844394,78846245,78850157,78868238,78869930,78872124,78880730,78943178,78944580,79010952,79163619,79397022	78647273,78649327,78651477,78669854,78674807,78704723,78709124,78713682,78729825,78771801,78778857,78787649,78799395,78833010,78839308,78844477,78846351,78850268,78868330,78870101,78872200,78880806,78943290,78944674,79011014,79163781,79397577
10	79734906	79789298	NM_007055.3	0	-	POLR3A	30074	614258	RPC1,RPC155,hRPC155	ENSG00000148606	ENST00000372371	79737235	79789165	79734906,79739898,79741185,79741911,79742410,79743677,79743962,79744927,79745660,79745830,79750811,79752954,79759738,79760733,79761954,79764473,79767459,79769294,79769621,79770228,79773407,79777332,79778919,79781303,79781617,79781902,79784306,79784728,79785379,79785851,79789121	79737384,79740031,79741317,79742076,79742575,79743770,79744056,79745098,79745743,79745917,79750925,79753125,79759876,79760852,79762066,79764646,79767624,79769433,79769749,79770298,79773548,79777474,79779023,79781440,79781780,79782142,79784461,79784900,79785517,79785987,79789298
10	79793517	79800473	NM_033022.3	0	+	RPS24	10411	602412	S24,eS24	ENSG00000138326	ENST00000435275	79793659	79799964	79793517,79795109,79795268,79796951,79799961,79800372	79793662,79795175,79795478,79797062,79799983,79800473
10	81315607	81320217	NM_001098668.3	0	-	SFTPA2	10799	178642	SP-A2,COLEC5	ENSG00000185303	ENST00000372325	81316964	81319239	81315607,81317807,81318641,81319067,81319724,81320119	81317341,81317885,81318761,81319262,81319754,81320217
10	81370694	81375199	NM_005411.4	0	+	SFTPA1	10798	178630	SP-A,SP-A1,COLEC4	ENSG00000122852	ENST00000398636	81371581	81373869	81370694,81371074,81371558,81372067,81372944,81373492	81370738,81371145,81371753,81372187,81373022,81375199
