# Gene panel: Ciliopati-v6 -- Date: 2021-09-22
#chromosome	txStart	txEnd	refseq	source	score	strand	geneSymbol	HGNC	OMIM gene entry	geneAlias	inheritance	cdsStart	cdsEnd	exonStarts	exonEnds
6	51480096	51952411	NM_138694.4	MANE select	0	-	PKHD1	9016	606702	ARPKD,FCYT,FPC	AD/AR	51483878	51949731	51480096,51491794,51497362,51503646,51512828,51513882,51523749,51609182,51611518,51612584,51617998,51619581,51637499,51640605,51656033,51695658,51701201,51712572,51720690,51732660,51735301,51747890,51750664,51751930,51768394,51768783,51771012,51774080,51776596,51777163,51798907,51824667,51875106,51882207,51887598,51889371,51892626,51892953,51897827,51900388,51907656,51908422,51909763,51910801,51913289,51914954,51917873,51918835,51920384,51921495,51921687,51923120,51924725,51927316,51929752,51930773,51934254,51935203,51935803,51936912,51938260,51941073,51944697,51947189,51947975,51949679,51952231	51484318,51491914,51497521,51503754,51512916,51514018,51524767,51609340,51611687,51613463,51618151,51619736,51637587,51640719,51656171,51695787,51701267,51712768,51720868,51732907,51735437,51748025,51750770,51752043,51768525,51768840,51771138,51774272,51776754,51777374,51799120,51824824,51875257,51882427,51887742,51890979,51892694,51893149,51897963,51900519,51907932,51908528,51909886,51910986,51913417,51915093,51918049,51918963,51920527,51921586,51921777,51923399,51924840,51927458,51929848,51930875,51934325,51935243,51935868,51936987,51938339,51941131,51944806,51947340,51948053,51949815,51952411
6	80194707	80247147	NM_001122769.3	MANE select	0	-	LCA5	31923	611408		AR	80196720	80228611	80194707,80198800,80201304,80202267,80203329,80222928,80228421,80246881	80197583,80198933,80201447,80202364,80203467,80223458,80228802,80247147
7	128032330	128050036	NM_000883.4	MANE select	0	-	IMPDH1	6052	146690	sWSS2608,LCA11	AD	128033060	128049955	128032330,128034331,128034509,128034942,128035184,128036653,128036985,128038467,128040148,128040386,128040870,128041068,128043759,128045820,128049342,128049494,128049809	128033082,128034415,128034653,128035087,128035328,128036749,128037076,128038667,128040236,128040593,128040945,128041170,128043808,128045919,128049406,128049538,128050036
7	130033611	130080857	NM_018718.3	MANE select	0	-	CEP41	12370	610523	DKFZp762H1311,FLJ22445,JBTS15	AR	130038731	130080807	130033611,130039879,130040547,130041721,130042488,130044404,130050962,130052019,130056759,130067795,130080774	130038880,130040095,130040662,130041789,130042640,130044549,130051032,130052081,130056807,130067859,130080857
7	158649248	158738879	NM_018051.5	MANE select	0	+	DYNC2I1	21862	0	FLJ10300,FAP163,CFAP163,DIC6	AR	158649426	158738470	158649248,158662545,158663832,158669299,158672374,158677254,158679711,158683955,158694429,158695066,158698679,158704240,158705675,158706923,158711430,158715067,158716261,158718877,158719092,158719682,158723145,158726819,158727108,158734615,158738271	158649441,158662599,158664253,158669382,158672680,158677310,158679766,158684024,158694507,158695286,158698782,158704370,158705787,158707012,158711560,158715240,158716424,158718991,158719154,158719734,158723206,158726919,158727240,158734839,158738879
7	21582656	21941457	NM_001277115.2	MANE select	0	+	DNAH11	2942	603339	Dnahc11,DPL11,CILD7,DNAHC11,DNAHBL,DNHBL	AR	21582863	21940872	21582656,21584623,21598419,21599220,21600688,21603803,21609686,21611423,21621522,21627681,21628129,21628825,21630535,21630802,21639404,21640293,21640627,21641013,21646043,21646264,21654731,21655826,21657236,21658717,21659573,21675488,21677228,21678556,21695449,21698415,21721163,21723401,21726716,21726999,21730382,21737692,21742327,21744051,21745077,21747316,21750170,21751329,21757392,21760342,21765428,21775257,21778318,21779188,21781544,21784055,21784487,21788197,21789295,21789839,21805045,21813383,21818575,21824044,21826241,21827018,21828858,21840754,21847500,21856084,21857834,21882161,21892084,21893932,21901470,21904152,21906087,21907476,21908481,21912891,21920319,21923908,21932042,21934240,21934501,21938953,21939597,21940624	21583214,21584767,21598616,21599410,21600788,21604015,21609917,21611591,21621639,21627819,21628254,21629021,21630640,21631195,21639737,21640548,21640797,21641236,21646160,21646351,21654890,21655910,21657395,21658840,21659696,21675713,21677320,21678683,21695599,21698649,21721295,21723562,21726873,21727145,21730499,21737831,21742420,21744246,21745155,21747453,21750321,21751478,21757543,21760474,21765602,21775462,21778484,21779291,21781784,21784217,21784681,21788360,21789419,21789982,21805207,21813617,21818722,21824158,21826385,21827201,21828960,21840893,21847667,21856320,21857957,21882366,21892249,21894073,21901641,21904275,21906281,21907625,21908609,21913119,21920511,21924028,21932285,21934423,21934617,21939066,21939738,21941457
7	33169175	33645681	NM_198428.3	MANE select	0	+	BBS9	30000	607968	B1,PTHB1	AR	33185864	33644838	33169175,33185853,33192312,33195249,33217089,33296847,33303901,33312623,33313438,33376052,33380508,33384192,33388679,33390830,33392470,33397466,33407378,33423277,33427603,33545074,33573565,33644476,33644806	33169653,33185976,33192463,33195314,33217203,33297022,33303986,33312807,33313568,33376234,33380585,33384246,33388782,33390935,33392485,33397607,33407474,33423450,33427756,33545257,33573788,33644587,33645681
7	37888198	37939998	NM_016616.5	MANE select	0	+	NME8	16473	607421	CILD6,SPTRX2,NM23-H8,DNAI8	AR	37889868	37936694	37888198,37888425,37889861,37889979,37890230,37896875,37901629,37902997,37903949,37905126,37907303,37916433,37923904,37924746,37927878,37934067,37936471,37939845	37888330,37888658,37889901,37890037,37890337,37896947,37901746,37903064,37904023,37905219,37907500,37916609,37924049,37924854,37928030,37934212,37936709,37939998
7	42000547	42276808	NM_000168.6	MANE select	0	-	GLI3	4319	165240	PAP-A,PAPA,PAPA1,PAPB,ACLS,PPDIV	AD	42003927	42262852	42000547,42007193,42011935,42017156,42018197,42063066,42064862,42065797,42079636,42084982,42088089,42116350,42187824,42262728,42276569	42006239,42007521,42012226,42017321,42018347,42063207,42064976,42066011,42079838,42085129,42088295,42116456,42188067,42262894,42276808
7	66452666	66460573	NM_016038.4	MANE select	0	-	SBDS	19440	607444	CGI-97,FLJ10917,SDS,SWDS,SDO1	AR	66453357	66460404	66452666,66456123,66458203,66459198,66460276	66453486,66456288,66458404,66459328,66460573
7	766335	826112	NM_017802.4	MANE select	0	+	DNAAF5	26013	614864	FLJ20397,FLJ31671,FLJ39381,FLJ25564,CILD18	AR	766357	825290	766335,769299,780455,780983,794225,796418,801389,803442,810107,813684,814642,819589,825153	766952,769484,780580,781102,794458,796631,801533,803611,810255,813835,814799,819781,826112
8	101170814	101254132	NM_003114.5	MANE select	0	+	SPAG1	11212	603395	SP75,FLJ32920,HSD-3.8,TPIS,CT140,CILD28,DNAAF13	AR	101174508	101253250	101170814,101174506,101178041,101190043,101195602,101196183,101196855,101199347,101203617,101206339,101225317,101226046,101232506,101237400,101243383,101245638,101251467,101252630,101253118	101170844,101174648,101178201,101190169,101195664,101196290,101196961,101199478,101203724,101206496,101225656,101226146,101232659,101237567,101243516,101245765,101251632,101252999,101254132
8	133582663	133687791	NM_012472.6	MANE select	0	-	DNAAF11	16725	0	TSLRP,LRTP,CILD19,tilB	AR	133584553	133687739	133582663,133595940,133622407,133623539,133627283,133634856,133637517,133644985,133650180,133669075,133673705,133687729	133584728,133596022,133622507,133623609,133627343,133634934,133637700,133645209,133650353,133669153,133673873,133687791
8	67976626	68108849	NM_001382391.1	MANE select	0	+	CSPP1	26193	611654	FLJ22490,CSPP,JBTS21,CSPP-L	AR	67986487	68107828	67976626,67986477,67988716,67998241,68004037,68005777,68007527,68015271,68018139,68024206,68026039,68026563,68028148,68030482,68030977,68044185,68049690,68062017,68066258,68070681,68071225,68074045,68075966,68076625,68084650,68087530,68089914,68092097,68102884,68105698,68107616	67976773,67986586,67988816,67998345,68004118,68005876,68007967,68015370,68018210,68024300,68026097,68026605,68028357,68030604,68031056,68044315,68049838,68062170,68066371,68070831,68071372,68074150,68076033,68076743,68084790,68087671,68089961,68092161,68102994,68105837,68108849
8	94767121	94830349	NM_153704.6	MANE select	0	+	TMEM67	28396	609884	MGC26979,JBTS6,NPHP11	AR	94767142	94828680	94767121,94768005,94770710,94776069,94777633,94777799,94784816,94792820,94793101,94793885,94794622,94797449,94798450,94800071,94803490,94805425,94807636,94808128,94809361,94809558,94811845,94815831,94816989,94821067,94821284,94822012,94827532,94828599	94767365,94768094,94770804,94776169,94777703,94777874,94784879,94792975,94793210,94793972,94794688,94797606,94798574,94800177,94803547,94805524,94807735,94808215,94809461,94809698,94811986,94815912,94817106,94821184,94821389,94822115,94827675,94830349
8	97154560	97173034	NM_001001557.4	MANE select	0	-	GDF6	4221	601147	BMP13,KFS,KFS1	AD	97156790	97172920	97154560,97172514	97157752,97173034
9	101494290	101558837	NM_173551.5	MANE select	0	-	ANKS6	26724	615370	FLJ36928,NPHP16	AR	101498800	101558773	101494290,101507840,101513310,101518701,101530362,101533177,101536158,101539686,101540507,101542470,101544748,101546234,101547113,101552385,101558414	101498905,101507957,101513378,101518885,101530532,101533328,101536362,101539736,101540706,101542619,101544855,101546439,101547158,101552888,101558837
9	102861524	103064457	NM_014425.5	MANE select	0	+	INVS	17870	243305		AR	102866803	103062956	102861524,102866779,102888664,102988343,102991941,103002341,103004851,103008897,103014564,103015188,103027103,103035145,103046601,103054607,103059198,103060217,103062849	102861698,102866909,102888831,102988517,102992109,103002522,103004961,103009069,103014720,103015418,103027210,103035358,103046885,103055325,103059428,103060292,103064457
9	119449583	119463578	NM_012210.4	MANE select	0	+	TRIM32	16380	602290	HT2A,TATIP,BBS11	AR	119460021	119461983	119449583,119459940	119449660,119463578
9	131395939	131419129	NM_052844.3	MANE select	0	-	DYNC2I2	28296	0	DIC5,MGC20486,bA216B9.3,FAP133,CFAP133	AR	131396022	131419005	131395939,131396504,131396967,131397370,131397936,131398559,131399196,131402969,131418819	131396261,131396662,131397200,131397538,131398046,131398717,131399306,131403218,131419129
9	139323072	139334297	NM_019892.6	MANE select	0	-	INPP5E	21474	613037	PPI5PIV,CORS1,pharbin	AR	139324126	139333871	139323072,139324728,139325453,139326275,139326930,139327407,139327606,139328488,139329191,139333059	139324259,139324865,139325569,139326437,139327038,139327527,139327731,139328586,139329315,139334297
9	26956409	27066132	NM_025103.4	MANE select	0	+	IFT74	21424	608040	CMG1,CMG-1,FLJ22621	AR	26961965	27062734	26956409,26961946,26978125,26980568,26984254,26984496,26988666,26990131,27009017,27011903,27016904,27018644,27029022,27044739,27047271,27048145,27055606,27056331,27060588,27062615	26956514,26962085,26978261,26980617,26984353,26984557,26988726,26990193,27009156,27011966,27017048,27018685,27029102,27044793,27047369,27048272,27055770,27056457,27060649,27066132
9	32540541	32552584	NM_005802.5	MANE select	0	-	TOPORS	21653	609507	TP53BPL,LUN	AD	32541384	32552434	32540541,32550771,32552431	32544324,32550966,32552584
9	34458802	34520982	NM_012144.4	MANE select	0	+	DNAI1	2954	604366	DIC1,PCD,CILD1	AR	34459003	34520754	34458802,34483445,34485139,34485434,34489320,34490009,34490366,34491492,34493191,34497112,34500719,34501135,34506624,34512106,34512334,34513109,34514391,34514637,34517282,34520655	34459051,34483478,34485238,34485515,34489447,34490122,34490486,34491552,34493326,34497197,34500837,34501179,34506872,34512196,34512422,34513189,34514540,34514737,34517465,34520982
X	136648285	136654261	NM_003413.4	MANE select	0	+	ZIC3	12874	300265	HTX,ZNF203	XD	136648850	136652229	136648285,136651060,136652049	136649910,136651224,136654261
X	13752866	13787476	NM_003611.3	MANE select	0	+	OFD1	2567	300170	71-7A,JBTS10	XD	13753190	13787227	13752866,13753366,13754596,13756964,13757120,13762533,13764437,13764898,13767545,13769367,13771486,13773269,13774696,13775778,13776455,13778233,13779203,13780462,13781863,13785245,13786172,13786836,13787184	13753202,13753465,13754797,13757033,13757151,13762638,13764574,13765072,13767652,13769487,13771560,13773361,13774886,13775909,13776567,13778839,13779330,13780563,13781974,13785403,13786343,13786904,13787476
X	38128415	38186762	NM_000328.3	MANE select	0	-	RPGR	10295	312610	CORDX1	XD	38128878	38186620	38128415,38132638,38134341,38135839,38146346,38147113,38150211,38150645,38156536,38158208,38160499,38163887,38169867,38176568,38178081,38180279,38182105,38182651,38186592	38129085,38132730,38134399,38136025,38146498,38147294,38150277,38150737,38156705,38158394,38160624,38164043,38170026,38176718,38178240,38180342,38182198,38182777,38186762
