# Genepanel: Ciliopati Version: 04 Date: 2017-03-02 Post-processed: 2017-03-10
#chromosome	txStart	txEnd	refseq	score	strand	geneSymbol	HGNC	geneAlias	eGeneID	eTranscriptID	cdsStart	cdsEnd	exonsStarts	exonEnds
16	23194039	23228200	NM_001039.3	0	+	SCNN1G	10602	ENaCgamma,SCNEG	ENSG00000166828	ENST00000300061	23197592	23226790	23194039,23197548,23200691,23203672,23205491,23208584,23221070,23223354,23223998,23224157,23224422,23226032,23226409	23194134,23197909,23200992,23203863,23205595,23208748,23221169,23223472,23224077,23224215,23224484,23226108,23228200
1	243419306	243663393	NM_006642.3	0	+	SDCCAG8	10671	NY-CO-8,CCCAP,SLSN7,NPHP10,BBS16	ENSG00000054282	ENST00000366541	243419475	243663087	243419306,243433406,243434279,243437844,243449573,243456392,243468014,243471290,243480056,243493841,243504340,243507516,243542022,243579003,243581269,243589728,243652315,243663057	243419542,243433559,243434365,243437958,243449699,243456521,243468079,243471479,243480195,243493994,243504475,243507633,243542165,243579131,243581378,243589860,243652442,243663393
8	101170262	101254132	NM_172218.2	0	+	SPAG1	11212	SP75,FLJ32920,HSD-3.8,TPIS,CT140,CILD28	ENSG00000104450	ENST00000251809	101174508	101253250	101170262,101174506,101178041,101190043,101195602,101196183,101196855,101199347,101203617,101206339,101225317,101226046,101232506,101237400,101243383,101245638,101251467,101252630,101253118	101170346,101174648,101178201,101190169,101195664,101196290,101196961,101199478,101203724,101206496,101225656,101226146,101232659,101237567,101243516,101245765,101251632,101252999,101254132
14	88851987	88904804	NM_018418.4	0	+	SPATA7	20423	HSD3	ENSG00000042317	ENST00000393545	88852162	88904766	88851987,88857724,88859736,88862499,88883054,88892575,88893973,88895691,88897515,88899478,88903886,88904181	88852181,88857799,88859832,88862547,88883188,88893048,88894040,88895807,88897569,88899556,88903941,88904804
12	111051831	111086935	NM_001082538.2	0	+	TCTN1	26113	FLJ21127,TECT1,JBTS13	ENSG00000204852	ENST00000397659	111051987	111085697	111051831,111057640,111064166,111066571,111070276,111072474,111074285,111078187,111078828,111079346,111080053,111082771,111085000,111085553,111086847	111052207,111057761,111064297,111066723,111070364,111072584,111074306,111078322,111078954,111079432,111080194,111082934,111085141,111085698,111086935
12	124155659	124192950	NM_024809.4	0	+	TCTN2	25774	FLJ12975,TECT2,MKS8,JBTS24	ENSG00000168778	ENST00000303372	124155787	124192260	124155659,124156053,124156602,124158161,124163735,124171382,124172597,124175079,124177204,124179388,124179766,124180961,124181633,124184250,124189078,124191272,124191531,124192150	124155869,124156161,124156679,124158357,124163836,124171582,124172724,124175221,124177270,124179523,124179844,124181042,124181745,124184357,124189235,124191398,124191620,124192950
10	97423152	97453900	NM_015631.5	0	-	TCTN3	24519	DKFZP564D116,TECT3,JBTS18	ENSG00000119977	ENST00000265993	97423823	97453656	97423152,97440228,97442407,97442857,97443278,97444255,97445312,97446251,97446800,97447003,97447348,97452676,97453109,97453400	97424057,97440366,97442561,97442952,97443386,97444381,97445393,97446287,97446916,97447112,97447476,97452795,97453233,97453900
11	61129472	61136975	NM_016464.4	0	+	TMEM138	26944	HSPC196,JBTS16	ENSG00000149483	ENST00000278826	61131862	61136181	61129472,61131723,61133516,61135394,61136068	61129892,61131990,61133688,61135470,61136975
11	61159831	61166335	NM_001173990.2	0	+	TMEM216	25018	MGC13379,HSPC244,JBTS2	ENSG00000187049	ENST00000334888	61160103	61165748	61159831,61160702,61161355,61165245,61165741	61160137,61160804,61161448,61165447,61166335
16	75572014	75590184	NM_001077416.2	0	-	TMEM231	37234	FLJ22167,ALYE870,PRO1886,JBTS20,MKS11	ENSG00000205084	ENST00000568377	75573891	75590169	75572014,75575247,75576499,75579249,75579723,75589701	75574072,75575353,75576581,75579393,75579852,75590184
2	202484906	202508252	NM_001044385.2	0	-	TMEM237	14432	JBTS14	ENSG00000155755	ENST00000409883	202488977	202508123	202484906,202490748,202492043,202492798,202493952,202494451,202496773,202498033,202501470,202503711,202505615,202508081	202489045,202490870,202492137,202492872,202494144,202494575,202496931,202498154,202501608,202503773,202505647,202508252
8	94767071	94830347	NM_153704.5	0	+	TMEM67	28396	MGC26979,JBTS6,NPHP11	ENSG00000164953	ENST00000453321	94767142	94828680	94767071,94768005,94770710,94776069,94777633,94777799,94784816,94792820,94793101,94793885,94794622,94797449,94798450,94800071,94803490,94805425,94807636,94808128,94809361,94809558,94811845,94815831,94816989,94821067,94821284,94822012,94827532,94828599	94767365,94768094,94770804,94776169,94777703,94777874,94784879,94792975,94793210,94793972,94794688,94797606,94798574,94800177,94803547,94805524,94807735,94808215,94809461,94809698,94811986,94815912,94817106,94821184,94821389,94822115,94827675,94830347
9	32540541	32552626	NM_005802.4	0	-	TOPORS	21653	TP53BPL,LUN	ENSG00000197579	ENST00000360538	32541384	32552434	32540541,32550771,32552431	32544324,32550966,32552626
9	119449580	119463579	NM_012210.3	0	+	TRIM32	16380	HT2A,TATIP,BBS11	ENSG00000119401	ENST00000450136	119460021	119461983	119449580,119459940	119449660,119463579
2	166729871	166810348	NM_024753.4	0	-	TTC21B	25660	FLJ11457,JBTS11,NPHP12,IFT139B,THM1	ENSG00000123607	ENST00000243344	166731264	166810215	166729871,166732674,166737188,166740303,166744788,166746988,166747347,166755195,166756279,166758231,166764187,166767836,166769023,166770083,166771710,166773766,166775785,166781058,166785644,166786159,166786681,166788267,166789482,166797536,166799728,166802033,166805903,166806104,166810194	166731342,166732742,166737309,166740528,166744984,166747150,166747498,166755277,166756390,166758420,166764294,166767975,166769134,166770156,166771949,166773991,166775943,166781188,166785845,166786257,166786874,166788366,166789567,166797694,166799851,166802200,166806014,166806234,166810348
14	89290496	89344340	NM_198309.3	0	+	TTC8	20087	BBS8,RP51	ENSG00000165533	ENST00000345383	89291051	89343754	89290496,89290917,89305795,89307208,89307380,89307768,89310149,89319314,89323533,89327565,89336402,89337892,89338673,89341369,89343637	89290558,89291165,89305916,89307272,89307540,89307858,89310194,89319400,89323621,89327676,89336542,89338067,89338796,89341453,89344340
6	35465650	35480679	NM_003322.4	0	-	TULP1	12423	TUBL1,LCA15	ENSG00000112041	ENST00000229771	35466103	35480635	35465650,35467757,35471335,35471513,35473517,35473779,35474050,35476985,35477410,35477603,35478637,35479424,35479956,35480415,35480588	35466237,35467929,35471434,35471625,35473630,35473950,35474056,35477089,35477527,35477705,35478787,35479583,35480047,35480467,35480679
16	20344372	20364200	NM_003361.3	0	-	UMOD	12559		ENSG00000169344	ENST00000396138	20344635	20362059	20344372,20346803,20347967,20348612,20352412,20355345,20357447,20359544,20359757,20361971,20364010	20344697,20346842,20348049,20348775,20352658,20355494,20357656,20359652,20360534,20362161,20364200
11	17515441	17565963	NM_005709.3	0	-	USH1C	12597	PDZ73,harmonin,NY-CO-37,NY-CO-38,PDZ-73,AIE-75,PDZD7C	ENSG00000006611	ENST00000318024	17515910	17565854	17515441,17518304,17519708,17522597,17523028,17523485,17538947,17542416,17542892,17544330,17544757,17544965,17545997,17547893,17548299,17548562,17548769,17552700,17552945,17554801,17565818	17515923,17518360,17519818,17522697,17523082,17523527,17539021,17542541,17542958,17544473,17544814,17545025,17546082,17547988,17548357,17548587,17548878,17552839,17553089,17554869,17565963
17	72912175	72919358	NM_173477.4	0	-	USH1G	16356	Sans,FLJ33924,ANKS4A	ENSG00000182040	ENST00000319642	72914167	72919168	72912175,72915548,72919004	72914171,72916766,72919358
1	215796235	216596738	NM_206933.2	0	-	USH2A	12601	RP39	ENSG00000042781	ENST00000307340	215799122	216595678	215796235,215802155,215807800,215812496,215813899,215820863,215821869,215823933,215844313,215847441,215853490,215901371,215914716,215916518,215931936,215933001,215940022,215953184,215955383,215956079,215960011,215963400,215972248,215987077,215990338,216011332,216017635,216019165,216040348,216051099,216052105,216061767,216073416,216074096,216107957,216138658,216143966,216166361,216172228,216173744,216219772,216221875,216243442,216246230,216246438,216251430,216256797,216258039,216260060,216262354,216270424,216348593,216363564,216369894,216371656,216372968,216380614,216390728,216405294,216419926,216424244,216462621,216465516,216495224,216496815,216497509,216498646,216500932,216538294,216591855,216595193,216596555	215799212,215802377,215808045,215812580,215814076,215821072,215822108,215824143,215844635,215848958,215853718,215901726,215914879,215916677,215932094,215933185,215940130,215953383,215955538,215956277,215960216,215963624,215972467,215987246,215990537,216011445,216017838,216019375,216040512,216051222,216052440,216062396,216073559,216074247,216108137,216138821,216144118,216166509,216172400,216173904,216219934,216221989,216243634,216246311,216246642,216251704,216256928,216258219,216260162,216262481,216270555,216348824,216363709,216370064,216371926,216373463,216380773,216390892,216405478,216420568,216424440,216462752,216465712,216495318,216497037,216497694,216498941,216500996,216538427,216592021,216595882,216596738
2	63348534	63815867	NM_015910.5	0	-	WDPCP	28027	hFrtz,fritz,BBS15	ENSG00000143951	ENST00000272321	63349140	63815405	63348534,63380048,63380629,63401804,63486441,63540382,63605520,63609040,63631182,63660878,63664554,63666890,63711737,63712050,63713675,63714580,63719989,63815330	63349191,63380080,63380709,63401967,63486544,63540446,63605644,63609229,63631792,63661070,63664688,63667005,63711797,63712121,63713720,63714628,63720074,63815867
4	39184023	39287430	NM_025132.3	0	+	WDR19	18340	Pwdmp,KIAA1638,FLJ23127,ORF26,DYF-2,Oseg6,IFT144,NPHP13	ENSG00000157796	ENST00000399820	39184177	39280270	39184023,39187345,39188158,39191275,39196163,39201097,39205261,39206773,39207182,39216220,39217460,39217715,39218753,39219602,39226503,39229829,39230105,39233416,39233781,39236385,39241896,39245867,39246089,39246988,39254765,39255525,39257467,39259105,39267682,39269614,39271595,39274599,39276427,39278639,39279750,39280158,39287106	39184183,39187437,39188224,39191401,39196279,39201213,39205342,39206886,39207356,39216291,39217633,39217830,39218860,39219725,39226653,39229977,39230310,39233576,39233892,39236495,39241954,39246008,39246172,39247072,39254912,39255650,39257580,39259174,39267760,39269711,39271720,39274681,39276578,39278763,39279827,39280283,39287430
9	131395939	131419129	NM_052844.3	0	-	WDR34	28296	DIC5,MGC20486,bA216B9.3,FAP133	ENSG00000119333	ENST00000372715	131396022	131419005	131395939,131396504,131396967,131397370,131397936,131398559,131399196,131402969,131418819	131396261,131396662,131397200,131397538,131398046,131398717,131399306,131403218,131419129
2	20110028	20189884	NM_001006657.1	0	-	WDR35	29250	MGC33196,KIAA1336,IFT121,IFTA1	ENSG00000118965	ENST00000345530	20113318	20189776	20110028,20113797,20130156,20131029,20132043,20133161,20135231,20135979,20137503,20138025,20141519,20145546,20146221,20147924,20151175,20153594,20160314,20162055,20166484,20169240,20173323,20174228,20175290,20178511,20180451,20182223,20188925,20189752	20113469,20114038,20130313,20131170,20132208,20133272,20135364,20136126,20137707,20138162,20141600,20145757,20146331,20147978,20151245,20153739,20160375,20162088,20166670,20169366,20173469,20174394,20175424,20178640,20180544,20182295,20189043,20189884
7	158649268	158738883	NM_018051.4	0	+	WDR60	21862	FLJ10300,FAP163	ENSG00000126870	ENST00000407559	158649426	158738470	158649268,158662545,158663832,158669299,158672374,158677254,158679711,158683955,158694429,158695066,158698679,158704240,158705675,158706923,158711430,158715067,158716261,158718877,158719092,158719682,158723145,158726819,158727108,158734615,158738271	158649441,158662599,158664253,158669382,158672680,158677310,158679766,158684024,158694507,158695286,158698782,158704370,158705787,158707012,158711560,158715240,158716424,158718991,158719154,158719734,158723206,158726919,158727240,158734839,158738883
22	41253084	41328823	NM_022098.3	0	+	XPNPEP3	28052	APP3,NPHPL1,ICP55	ENSG00000196236	ENST00000357137	41253185	41322439	41253084,41265002,41277773,41282316,41303590,41305125,41310242,41318336,41320365,41322272	41253249,41265119,41278181,41282519,41303653,41305239,41310328,41318517,41320486,41328823
X	136648345	136654259	NM_003413.3	0	+	ZIC3	12874	HTX,ZNF203	ENSG00000156925	ENST00000287538	136648850	136652229	136648345,136651060,136652049	136649910,136651224,136654259
3	50378536	50383156	NM_015896.2	0	-	ZMYND10	19412	BLU,CILD22	ENSG00000004838	ENST00000231749	50378840	50383010	50378536,50379004,50379240,50379445,50379827,50380348,50380548,50380737,50380993,50381164,50382554,50382918	50378916,50379130,50379362,50379571,50380000,50380449,50380637,50380875,50381047,50381281,50382663,50383156
16	49524514	49856649	NM_015069.3	0	-	ZNF423	16762	KIAA0760,OAZ,Roaz,Ebfaz,Zfp104,NPHP14,JBTS19	ENSG00000102935	ENST00000561648	49525185	49856596	49524514,49557534,49559273,49660080,49669570,49764681,49823397,49856580	49525215,49557650,49559405,49660165,49672785,49764882,49823457,49856649
